Running No,DoBIH Number,Streetmap,Geograph,Hill-bagging,Name,GridRefXY,SMC Section,RHB Section,Height (m),"Height
(ft)",Map 1:50k,Map 1:25k,Grid Ref,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,,,Latitude,Longitude
204,383,"http://www.streetmap.co.uk/map?X=257945&Y=773975&SV=257945,773975&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 57945 73975,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=383,Beinn Udlamain,NN 57945 73975,5,05A,1010.2,3314,42,OL50 393,NN579739,257945,773975,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,257945,773975,56.835458,-4.3299785
205,385,"http://www.streetmap.co.uk/map?X=259498&Y=772758&SV=259498,772758&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 59498 72758,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=385,Sgairneach Mhor (old GR),NN 59498 72758,5,05A,963,3159,42,OL50 385E 393,NN594727,259498,772758,MUN,,,,,MUN,,,,,,259498,772758,56.825006,-4.3038763
206,384,"http://www.streetmap.co.uk/map?X=259882&Y=773130&SV=259882,773130&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 59882 73130,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=384,Sgairneach Mhor,NN 59882 73130,5,05A,991,3251,42,OL50 393,NN598731,259882,773130,,MUN,MUN,MUN,MUN,,MUN,MUN,MUN,MUN,MUN,259882,773130,56.828462,-4.2977944
207,387,"http://www.streetmap.co.uk/map?X=260142&Y=775883&SV=260142,775883&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 60142 75883,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=387,A' Mharconaich - Bruach nan Iomairean,NN 60142 75883,5,05A,969.8,3182,42,OL50 393,NN601758,260142,775883,,,,,,MUN,,,,,,260142,775883,56.853251,-4.29505
208,386,"http://www.streetmap.co.uk/map?X=260423&Y=776293&SV=260423,776293&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 60423 76293,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=386,A' Mharconaich,NN 60423 76293,5,05A,973.2,3193,42,OL50 393,NN604762,260423,776293,MUN,MUN,MUN,MUN,MUN,,MUN,MUN,MUN,MUN,MUN,260423,776293,56.857016,-4.2906712
209,392,"http://www.streetmap.co.uk/map?X=259644&Y=778261&SV=259644,778261&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 59644 78261,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=392,Geal-charn,NN 59644 78261,5,05A,917.1,3009,42,OL50 393,NN596782,259644,778261,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,259644,778261,56.874446,-4.3045219
210,388,"http://www.streetmap.co.uk/map?X=271648&Y=787834&SV=271648,787834&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 71648 87834,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=388,Meall Chuaich,NN 71648 87834,5,05B,951,3120,42,OL51W 394W,NN716878,271648,787834,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,271648,787834,56.963863,-4.1125759
211,389,"http://www.streetmap.co.uk/map?X=267700&Y=782153&SV=267700,782153&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 67700 82153,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=389,Carn na Caim,NN 67700 82153,5,05B,940.8,3087,42,OL51W 394W,NN677821,267700,782153,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,267700,782153,56.911752,-4.1744834
212,394,"http://www.streetmap.co.uk/map?X=266387&Y=780691&SV=266387,780691&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 66387 80691,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=394,Carn na Caim - Mullach Coire nan Cisteachan [Carn na Caim South Top],NN 66387 80691,5,05B,914.6,3001,42,OL51W 394W,NN663806,266387,780691,,,,,,,,,,,TOP,266387,780691,56.898251,-4.1952593
213,390,"http://www.streetmap.co.uk/map?X=266059&Y=777594&SV=266059,777594&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 66059 77594,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=390,A' Bhuidheanach Bheag,NN 66059 77594,5,05B,936.1,3071,42,OL51W 394W,NN660775,266059,777594,TOP,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,266059,777594,56.870356,-4.1990057
214,391,"http://www.streetmap.co.uk/map?X=268063&Y=776957&SV=268063,776957&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 68063 76957,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=391,A' Bhuidheanach Bheag - Glas Mheall Mor,NN 68063 76957,5,05B,927.9,3044,42,OL51W 394W,NN680769,268063,776957,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,268063,776957,56.865211,-4.165825
215,393,"http://www.streetmap.co.uk/map?X=264608&Y=777701&SV=264608,777701&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 64608 77701,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=393,A' Bhuidheanach Bheag - Meall a' Chaorainn,NN 64608 77701,5,05B,916,3005,42,OL51W 394W,NN646777,264608,777701,MUN,TOP,TOP,TOP,TOP,TOP,,,,,,264608,777701,56.870895,-4.2228471
216,406,"http://www.streetmap.co.uk/map?X=285296&Y=777800&SV=285296,777800&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 85296 77800,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=406,Beinn Dearg,NN 85296 77800,6,06A,1008.7,3309,43,OL51E 394E,NN852778,285296,777800,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,285296,777800,56.877361,-3.8837138
217,412,"http://www.streetmap.co.uk/map?X=285137&Y=779058&SV=285137,779058&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 85137 79058,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=412,Beinn Dearg - Beinn Gharbh,NN 85137 79058,6,06A,930.4,3052,43,OL51E 394E,NN851790,285137,779058,TOP,TOP,TOP,TOP,TOP,TOP,,,,,,285137,779058,56.888617,-3.8868904
218,407,"http://www.streetmap.co.uk/map?X=293339&Y=783685&SV=293339,783685&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 93339 83685,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=407,An Sgarsoch,NN 93339 83685,6,06A,1006.5,3302,43,OL51E 394E,NN933836,293339,783685,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,293339,783685,56.932123,-3.7542917
219,411,"http://www.streetmap.co.uk/map?X=294500&Y=783600&SV=294500,783600&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 94500 83600,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=411,An Sgarsoch - Druim Sgarsoch,NN 94500 83600,6,06A,954,3130,43,OL51E 394E,NN945836,294500,783600,TOP,TOP,TOP,TOP,TOP,TOP,,,,,,294500,783600,56.931626,-3.7351886
220,408,"http://www.streetmap.co.uk/map?X=290476&Y=784195&SV=290476,784195&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 90476 84195,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=408,Carn an Fhidhleir [Carn Ealar],NN 90476 84195,6,06A,994,3261,43,OL51E 394E,NN904841,290476,784195,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,290476,784195,56.936033,-3.8015317
221,409,"http://www.streetmap.co.uk/map?X=291591&Y=775807&SV=291591,775807&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 91591 75807,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=409,Carn a' Chlamain,NN 91591 75807,6,06A,963.5,3161,43,OL51E 394E,NN915758,291591,775807,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,291591,775807,56.86098,-3.7796315
222,410,"http://www.streetmap.co.uk/map?X=291373&Y=776137&SV=291373,776137&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 91373 76137,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=410,Carn a' Chlamain North Top,NN 91373 76137,6,06A,952,3123,43,OL51E 394E,NN913761,291373,776137,,,,,,,TOP,,,,,291373,776137,56.863892,-3.783346
223,421,"http://www.streetmap.co.uk/map?X=297116&Y=773314&SV=297116,773314&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 97116 73314,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=421,Carn nan Gabhar (Beinn a' Ghlo),NN 97116 73314,6,06B,1121.9,3681,43,OL51E 394E,NN971733,297116,773314,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,297116,773314,56.839852,-3.6880536
224,423,"http://www.streetmap.co.uk/map?X=296186&Y=771996&SV=296186,771996&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 96186 71996,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=423,Carn nan Gabhar (Beinn a' Ghlo) - Airgiod Bheinn,NN 96186 71996,6,06B,1061.7,3483,43,OL51E 394E,NN961719,296186,771996,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,296186,771996,56.82781,-3.7027528
225,422,"http://www.streetmap.co.uk/map?X=294563&Y=772403&SV=294563,772403&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 94563 72403,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=422,Braigh Coire Chruinn-bhalgain (Beinn a' Ghlo),NN 94563 72403,6,06B,1070,3510,43,OL51E 394E,NN945724,294563,772403,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,294563,772403,56.831099,-3.7295027
226,429,"http://www.streetmap.co.uk/map?X=293607&Y=769830&SV=293607,769830&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 93607 69830,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=429,Carn Liath (Beinn a' Ghlo),NN 93607 69830,6,06B,976,3202,43,OL51E 394E,NN936698,293607,769830,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,293607,769830,56.807777,-3.7440871
227,424,"http://www.streetmap.co.uk/map?X=305105&Y=776011&SV=305105,776011&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 05105 76011,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=424,Glas Tulaichean,NO 05105 76011,6,06B,1051,3448,43,OL52N 387N,NO051760,305105,776011,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,305105,776011,56.865773,-3.5581649
228,426,"http://www.streetmap.co.uk/map?X=302871&Y=777268&SV=302871,777268&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 02871 77268,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=426,Carn an Righ,NO 02871 77268,6,06B,1029,3376,43,OL52N 387N,NO028772,302871,777268,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,302871,777268,56.876598,-3.5952736
229,425,"http://www.streetmap.co.uk/map?X=304566&Y=779279&SV=304566,779279&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 04566 79279,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=425,Beinn Iutharn Mhor,NO 04566 79279,6,06B,1045,3428,43,OL52N 387N,NO045792,304566,779279,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,304566,779279,56.895009,-3.5682311
230,427,"http://www.streetmap.co.uk/map?X=304900&Y=777966&SV=304900,777966&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 04900 77966,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=427,Beinn Iutharn Mhor - Mam nan Carn,NO 04900 77966,6,06B,986,3235,43,OL52N 387N,NO049779,304900,777966,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,304900,777966,56.883287,-3.5622583
231,430,"http://www.streetmap.co.uk/map?X=306522&Y=779124&SV=306522,779124&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 06522 79124,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=430,Beinn Iutharn Mhor - Beinn Iutharn Bheag,NO 06522 79124,6,06B,953,3127,43,OL52N 387N,NO065791,306522,779124,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,306522,779124,56.894016,-3.5360782
232,432,"http://www.streetmap.co.uk/map?X=305104&Y=783225&SV=305104,783225&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 05104 83225,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=432,Carn Bhac,NO 05104 83225,6,06B,945.1,3101,43,OL52N 387N,NO051832,305104,783225,TOP,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,305104,783225,56.930555,-3.5608817
233,436,"http://www.streetmap.co.uk/map?X=304120&Y=782765&SV=304120,782765&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 04120 82765,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=436,Carn Bhac SW Top,NO 04120 82765,6,06B,918.1,3012,43,OL52N 387N,NO041827,304120,782765,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,304120,782765,56.926221,-3.5768688
234,440,"http://www.streetmap.co.uk/map?X=303375&Y=782002&SV=303375,782002&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 03375 82002,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=440,Carn Bhac - Carn a' Bhutha,NO 03375 82002,6,06B,905.9,2972,43,OL52N 387N,NO033820,303375,782002,,,,TOP*,TOP*,,,,,,,303375,782002,56.919215,-3.5888121
235,433,"http://www.streetmap.co.uk/map?X=307938&Y=780016&SV=307938,780016&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 07938 80016,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=433,An Socach,NO 07938 80016,6,06B,944,3097,43,OL52N 387N,NO079800,307938,780016,TOP,TOP,TOP,TOP,TOP,MUN,MUN,MUN,MUN,MUN,MUN,307938,780016,56.90231,-3.5131676
236,434,"http://www.streetmap.co.uk/map?X=309898&Y=780579&SV=309898,780579&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 09898 80579,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=434,An Socach East Top,NO 09898 80579,6,06B,938,3077,43,OL52N 387N,NO098805,309898,780579,MUN,MUN,MUN,MUN,MUN,TOP,TOP,TOP,TOP,TOP,TOP,309898,780579,56.907751,-3.4811994
237,428,"http://www.streetmap.co.uk/map?X=310703&Y=776700&SV=310703,776700&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 10703 76700,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=428,Carn a' Gheoidh,NO 10703 76700,6,06B,975,3199,43,OL52N 387N,NO107767,310703,776700,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,310703,776700,56.873072,-3.4666195
238,437,"http://www.streetmap.co.uk/map?X=311948&Y=776955&SV=311948,776955&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 11948 76955,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=437,Carn a' Gheoidh - Carn nan Sac,NO 11948 76955,6,06B,919.5,3017,43,OL52N 387N,NO119769,311948,776955,TOP,TOP,TOP,TOP,TOP,TOP,,,,,,311948,776955,56.8756,-3.4462901
239,439,"http://www.streetmap.co.uk/map?X=309135&Y=776283&SV=309135,776283&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 09135 76283,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=439,Carn a' Gheoidh - Carn Bhinnein,NO 09135 76283,6,06B,917,3009,43,OL52N 387N,NO091762,309135,776283,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,309135,776283,56.869023,-3.492185
240,435,"http://www.streetmap.co.uk/map?X=313486&Y=777360&SV=313486,777360&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 13486 77360,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=435,The Cairnwell,NO 13486 77360,6,06B,933,3061,43,OL52N 387N,NO134773,313486,777360,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,313486,777360,56.879527,-3.421203
241,438,"http://www.streetmap.co.uk/map?X=313397&Y=779164&SV=313397,779164&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 13397 79164,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=438,Carn Aosda,NO 13397 79164,6,06B,915.3,3003,43,OL52N 387N,NO133791,313397,779164,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,313397,779164,56.895711,-3.4232788
242,457,"http://www.streetmap.co.uk/map?X=324372&Y=786140&SV=324372,786140&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 24372 86140,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=457,Cac Carn Beag (Lochnagar),NO 24372 86140,7,07A,1155.7,3792,44,OL53N 388N,NO243861,324372,786140,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,324372,786140,56.960286,-3.2452532
243,458,"http://www.streetmap.co.uk/map?X=324517&Y=785687&SV=324517,785687&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 24517 85687,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=458,Cac Carn Beag (Lochnagar) - Cac Carn Mor,NO 24517 85687,7,07A,1151.3,3777,44,OL53N 388N,NO245856,324517,785687,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,,,324517,785687,56.956242,-3.242734
244,460,"http://www.streetmap.co.uk/map?X=325995&Y=784923&SV=325995,784923&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 25995 84923,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=460,Cac Carn Beag (Lochnagar) - Cuidhe Crom,NO 25995 84923,7,07A,1083.2,3554,44,OL53N 388N,NO259849,325995,784923,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,325995,784923,56.949619,-3.2182148
245,475,"http://www.streetmap.co.uk/map?X=325991&Y=786061&SV=325991,786061&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 25991 86061,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=475,Cac Carn Beag (Lochnagar) - Meikle Pap,NO 25991 86061,7,07A,980,3215,44,OL53N 388N,NO259860,325991,786061,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,325991,786061,56.959839,-3.2186141
246,476,"http://www.streetmap.co.uk/map?X=324251&Y=787298&SV=324251,787298&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 24251 87298,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=476,Cac Carn Beag (Lochnagar) - Meall Coire na Saobhaidhe,NO 24251 87298,7,07A,974,3196,44,OL53N 388N,NO242872,324251,787298,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,324251,787298,56.970667,-3.24759
247,481,"http://www.streetmap.co.uk/map?X=326465&Y=784438&SV=326465,784438&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 26465 84438,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=481,Cac Carn Beag (Lochnagar) - Little Pap,NO 26465 84438,7,07A,956,3136,44,OL53N 388N,NO264844,326465,784438,TOP,TOP,TOP,TOP,TOP,TOP,,,,TOP,TOP,326465,784438,56.945338,-3.2103491
248,459,"http://www.streetmap.co.uk/map?X=322673&Y=784557&SV=322673,784557&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 22673 84557,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=459,Carn a' Choire Bhoidheach,NO 22673 84557,7,07A,1109.9,3641,44,OL53N 388N,NO226845,322673,784557,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,322673,784557,56.945788,-3.2726991
249,462,"http://www.streetmap.co.uk/map?X=324209&Y=784239&SV=324209,784239&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 24209 84239,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=462,Carn a' Choire Bhoidheach - Creag a' Ghlas-uillt,NO 24209 84239,7,07A,1066.9,3500,44,OL53N 388N,NO242842,324209,784239,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,324209,784239,56.943186,-3.2473624
250,464,"http://www.streetmap.co.uk/map?X=323712&Y=783854&SV=323712,783854&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 23712 83854,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=464,Carn a' Choire Bhoidheach - Eagles Rock [Eagle's Rock],NO 23712 83854,7,07A,1049.2,3442,44,OL53N 388N,NO237838,323712,783854,,TOP,TOP,TOP,TOP,,TOP,TOP,TOP,TOP,TOP,323712,783854,56.939647,-3.2554129
251,466,"http://www.streetmap.co.uk/map?X=321659&Y=784863&SV=321659,784863&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 21659 84863,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=466,Carn a' Choire Bhoidheach - Carn an t-Sagairt Beag,NO 21659 84863,7,07A,1044.3,3426,44,OL53N 388N,NO216848,321659,784863,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,321659,784863,56.948365,-3.289457
252,465,"http://www.streetmap.co.uk/map?X=320810&Y=784280&SV=320810,784280&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 20810 84280,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=465,Carn an t-Sagairt Mor,NO 20810 84280,7,07A,1047,3435,44,OL53N 388N,NO208842,320810,784280,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,320810,784280,56.942985,-3.3032267
253,461,"http://www.streetmap.co.uk/map?X=316699&Y=776576&SV=316699,776576&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 16699 76576,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=461,Glas Maol,NO 16699 76576,7,07A,1068,3504,43,OL52N 387N,NO166765,316699,776576,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,316699,776576,56.873075,-3.368242
254,477,"http://www.streetmap.co.uk/map?X=317590&Y=775960&SV=317590,775960&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 17590 75960,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=477,Glas Maol - Little Glas Maol,NO 17590 75960,7,07A,973,3192,43,OL52N OL53S 387N 388S,NO175759,317590,775960,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,317590,775960,56.867702,-3.3534292
255,488,"http://www.streetmap.co.uk/map?X=315596&Y=777353&SV=315596,777353&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 15596 77353,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=488,Glas Maol - Meall Odhar,NO 15596 77353,7,07A,922,3025,43,OL52N 387N,NO155773,315596,777353,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,315596,777353,56.879853,-3.38659
256,472,"http://www.streetmap.co.uk/map?X=315468&Y=774548&SV=315468,774548&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 15468 74548,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=472,Creag Leacach,NO 15468 74548,7,07A,988.2,3242,43,OL52N 387N,NO154745,315468,774548,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,315468,774548,56.854639,-3.3877561
257,484,"http://www.streetmap.co.uk/map?X=314941&Y=774171&SV=314941,774171&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 14941 74171,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=484,Creag Leacach SW Top,NO 14941 74171,7,07A,943.7,3096,43,OL52N 387N,NO149741,314941,774171,,,,,,,TOP,TOP,TOP,TOP,TOP,314941,774171,56.851157,-3.3962686
258,463,"http://www.streetmap.co.uk/map?X=318549&Y=778890&SV=318549,778890&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 18549 78890,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=463,Cairn of Claise,NO 18549 78890,7,07A,1064,3491,43,OL52N OL53N 387N 388N,NO185788,318549,778890,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,318549,778890,56.894185,-3.3386437
259,478,"http://www.streetmap.co.uk/map?X=318999&Y=777147&SV=318999,777147&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 18999 77147,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=478,Cairn of Claise - Druim Mor,NO 18999 77147,7,07A,961,3153,43,OL52N OL53N OL53S 387N 388N 388S,NO189771,318999,777147,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,318999,777147,56.87861,-3.3307026
260,467,"http://www.streetmap.co.uk/map?X=317454&Y=780482&SV=317454,780482&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 17454 80482,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=467,Carn an Tuirc,NO 17454 80482,7,07A,1019,3343,43,OL52N OL53N 387N 388N,NO174804,317454,780482,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,317454,780482,56.908289,-3.3571311
261,480,"http://www.streetmap.co.uk/map?X=321367&Y=778774&SV=321367,778774&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 21367 78774,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=480,Tom Buidhe,NO 21367 78774,7,07A,957,3140,44,OL53N 388N,NO213787,321367,778774,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,321367,778774,56.89363,-3.2923638
262,479,"http://www.streetmap.co.uk/map?X=321051&Y=780018&SV=321051,780018&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 21051 80018,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=479,Tolmount,NO 21051 80018,7,07A,958,3143,44,OL53N 388N,NO210800,321051,780018,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,321051,780018,56.904749,-3.2979369
263,489,"http://www.streetmap.co.uk/map?X=322204&Y=779867&SV=322204,779867&A=Y&Z=115",http://www.geograph.org.uk/gridref/NO 22204 79867,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=489,Tolmount - Crow Craigies,NO 22204 79867,7,07A,920,3018,44,OL53N 388N,NO222798,322204,779867,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,322204,779867,56.903588,-3.2789641
